userName;content;score;at;appVersion;;
STRAIGHT FAKE;Tolong lah jaringan tolong perbaiki kayak kartu merah banyak yang kecewa akhir2 ini karena musim hujan dan berdampak besar pada pengguna im3 kenapa dari dulu selalu bisa di gunakan saat tengah malam terus kasihan adik adik yang bergadang demi nunggu sinyal bagus Saya selalu merasakan lelet saat penting itu sangat mengecewakan;1;01/02/2024 13.36;0;;
Khaerul Nenjih;bagus;5;01/02/2024 13.35;82.00.05;;
Rasya malika Putra andoyo;Karna saya topup di sini ga masuk dm nya;1;01/02/2024 13.32;82.00.03;;
M.Reihan alfarizih;Utk harga okelah terjangkau di banding yg lain, tp kualitas sinyal yah jelek banget, btw gw daerah Kab. Lebong, Bengkulu... Sinyal nya gak stabil mau cuaca cerah, hujan, mendung sama aja, minimal sinyal nya di stabilkan lah bukan nya di biarin berhari-hari kek gitu aja, sialan emng;2;01/02/2024 13.30;0;;
Ahmad Hamdani;Bolehlah lumayan😁;5;01/02/2024 13.27;82.00.02;;
Ismett Syaputra2;Jaringan nya ko makin kacau ya, tiap hujn pasti gangguan.;2;01/02/2024 13.27;0;;
Dhani Rizqian;Sangat tidak puas karena sinyal kadang hilang dan ngelag, bayar mahal² malah ngeleg😡;1;01/02/2024 13.25;82.00.05;;
195_Aulia Rahima;Aplikasinya bagus;1;01/02/2024 13.22;82.00.05;;
Uti Sri;Llll online?;2;01/02/2024 13.22;82.00.05;;
Abng Aja;baik;4;01/02/2024 13.21;82.00.03;;
Julian 92;"Indosat udah hampir 1minngu ini tiap malam eror terus jaringan, sangat"" mengecewakan...";1;01/02/2024 13.18;0;;
Wizam Geming;Mohon di perbaiki untuk jaringan di wilayah pedesaan, karena sering hilang koneksi padahal jaringan full, kuota masih banyak 100GB lebih tapi dari tadi sore sampai jam 8 ini gagal koneksi terus;1;01/02/2024 13.14;0;;
Kamsir Dg Lewa;kota gratiss 5 gb;5;01/02/2024 13.13;82.00.04;;
Yazid Habibi;Beli kuota 7 GB masuk nya cuman 5 GB rugi donk🤦🏼‍♂️🤦🏼‍♂️🤦🏼‍♂️;1;01/02/2024 13.10;82.00.05;;
Enjang Nugraha;Kuota mahal gampang habisnya, hujan dikit sinyal hilang, makin kesini makin jelek katanya ada perbaikan kualitas layanan, gak nonton video gak download kuota kok hbs sendiri aneh dasar, selamat tinggal Indosat ak gak mau pake kmu lagi, terimakasih;1;01/02/2024 13.10;82.00.04;;
Arifin Arie;puas;4;01/02/2024 13.09;81.16.00;;
Dali Sanjaya;Saya kasih bintang 4 karena sering terus gangguan terima kasih;4;01/02/2024 13.05;82.00.05;;
Indah Yusrani;di aplikasi ini murah banget;5;01/02/2024 13.03;81.16.00;;
Dariz Nino;Parah Banget.. Saya mau beli kuota trus melakukan pembayaran lewat aplk e-wallet selalu gk bisa diproses / gagal, gimana si nih min..!;3;01/02/2024 13.00;82.00.02;;
kuwatno 0885;Bagus;3;01/02/2024 12.59;82.00.05;;
Nabil GG;Sedot pulsa tanpa sebab, anda tidak berhak mngambil pulsa dari konsumen, anda mengambil uang haram, uang anak piatu, semoga anda mendapatkan balasannya dalam waktu dekat, maupun di akhirat;1;01/02/2024 12.54;82.00.03;;
Zam;Kuota masih banyak tapi tidak bisa dipakai..komplen pun selalu dijawab robot🤦‍♂️🤦‍♂️🤦‍♂️;1;01/02/2024 12.52;81.15.00;;
Irna;ok;4;01/02/2024 12.46;82.00.05;;
Wildan Miftahur Rohman;ya, berguna juga buat menginfakan harta tapi, saat didalam kubur bukan harta yang dibawa melainkan amalan perbuatan kita selama masih ada di kehidupan duniawi dan sampai diakhirat kelak;5;01/02/2024 12.45;82.00.05;;
sifa Siti Latifah;Top up games pulsa ke potong di riwayat gak ada DM ny gak masuk pula hemmm;1;01/02/2024 12.45;82.00.03;;
GGrid WTson;Saya sudah menggunakan indosat dari tahun 2018, tapi tahun ini yang mengecewakan, dimana habis hujan atau gremicik hujan aja langsung lemot, udah kaya 3. Oh iya,kan Lagi kerjasama ama 3 jadi ya. 🫠 Lemotnya udah kaya 3 kalau hujan. Ckckckck, Sungguh downgrade.;1;01/02/2024 12.45;82.00.05;;
Atalik Wetasis;Padahal udah di jakarta pusat, pusat loh ini bukan pinggiran.Tapi, sinyal susah amat;1;01/02/2024 12.44;81.14.02;;
Iin Rahmansyah;Baru isi pulsa kesedot tinggal 2000 kan nyesek kata nya pemakaian hemat ternyata boros;1;01/02/2024 12.44;82.00.05;;
hendri;sy sangat menyukai apk ini;5;01/02/2024 12.43;81.10.01;;
Lutpi Kancil;Lumayan lah;4;01/02/2024 12.41;0;;
Irvan Z;Susah bener beli paket lewat aplikasi.;1;01/02/2024 12.41;82.00.02;;
Dopidarlesta Dopidarlesta;Jaringan asuuu;1;01/02/2024 12.39;82.00.03;;
Zanita Atmarini;masa tenggang terlalu cepat,,,dan paket datanya mahal;3;01/02/2024 12.39;82.00.05;;
Arum werdining Tias;kenapa akhir akhir ini ga pernah beres sinyalnya, kecewa si padahal udah lama pake m3 paketan juga jadi mahal mahal;2;01/02/2024 12.38;82.00.05;;
Wildan Kusumah;Jaringan ga jelas setiap hari ngeleg trus gangguan trus gimana cari solusi nya ..;1;01/02/2024 12.38;82.00.05;;
ELAFIANI Fiani;Sy suka sekali;5;01/02/2024 12.38;82.00.05;;
awan cerah;Nice;5;01/02/2024 12.36;82.00.05;;
Sahrudin Udin;Tolong di perbaiki jaringan internet IM3 Indosat tiap hari gangguan;5;01/02/2024 12.36;82.00.05;;
Pian Alfian kasehung (Pin);kadang jaringan tidak sesuai atau pengaruh cuaca sehingga jadi Leg atw mati total dalam waktu yg lama;3;01/02/2024 12.35;82.00.03;;
Nezuko Chan24;Woy sinyal gak becus ngeleg bener;1;01/02/2024 12.34;0;;
Ummu Tsaqif;Mohon di buatkan menu untuk membatasi penyedot pulsa atau registrasi otomatis sms langganan atau sejenisnya, jujur saja itu membuat rugi bagi pengguna setia Indosat. Mohon segera di realisasi. Dan mohon berikan cara agar bisa unreg semua langganan yang tidak di inginkan. Terimakasih.;2;01/02/2024 12.34;82.00.02;;
Nufus Amrullah;makin kesini mkin gajelas lgi nge game tbtb ada notif yg gak penting otomatis sinyal beralih sendiri ke g gajelas bikin org mkin gamood blokkkkkm;1;01/02/2024 12.29;82.00.02;;
Aldin febriana;Sekarang sering amat koneksi internet jadi lambat naik pula harga paketannya;1;01/02/2024 12.29;0;;
Hendar Suhendar;sangat puas;5;01/02/2024 12.27;0;;
Marena Nena;m3 sangat membantu lebih hemat;5;01/02/2024 12.27;82.00.05;;
Leni y;bagus banget,make aplikasi jadi mempermudah kita untuk liat paket dan pulsa dan juga di my IM3 ini kita juga bisa beli paket ma pulsa,pokoknya the best;5;01/02/2024 12.23;81.16.00;;
Nyimas new;baik;4;01/02/2024 12.23;82.00.05;;
Yukito Yuki;Napa sih tiap habis hujan susah sinyal gw mau nugas aja susah;1;01/02/2024 12.22;0;;
Deni Supriyadi;indosat Ampas banget, Kuota Udh Ngisi bergiga giga Lemot banget, butuh berapa Giga lagi buat Bisa Internetan, Ampas banget. Nyesel pake Indosat;1;01/02/2024 12.20;81.15.00;;
Indra Jr;Sinyal im3 sekarang kurang memuaskan;3;01/02/2024 12.15;0;;
Yasmin Rezky;sangat puas dengan adanya aplikasi ini;5;01/02/2024 12.13;82.00.05;;
Rafa Fairuz hibatullah;Jaringannya kadang jelek kadang bagus juga pas loading ke aplikasinya lama banget;4;01/02/2024 12.08;82.00.03;;
Masud Nurudin;terbaik;5;01/02/2024 12.06;82.00.05;;
Lapek Bacot;sangat bagus;5;01/02/2024 12.00;0;;
Benny Guttom;Ok ada bonus dong;5;01/02/2024 11.56;82.00.05;;
ilham nurhikmah;Pkt malahh sinyall kek taiii dasarr kartuu eee klo bisa ya gw ksih bintang 0 skalian dah mlsin bngett sinyall nya suka gak ngotakk tiba tiba leg klo udh leg leg truss mlain;1;01/02/2024 11.50;82.00.02;;
pajar kipli;aplikasi tidak stabil parah;1;01/02/2024 11.50;81.16.00;;
Dhidin Afirin;good;1;01/02/2024 11.45;82.00.05;;
Roles Dodo;sangat puas;5;01/02/2024 11.42;82.00.05;;
PRATAMA AHMAD FAREL KUASA;Harga makin mahal, kualitas sinyal makin buruk, apalah im3 nih;2;01/02/2024 11.39;82.00.03;;
Riki Woni;pulsa saya hangus , tapi kuota nya belom masuk , ga beres nih my im3;1;01/02/2024 11.38;81.16.00;;
Pragos;bagus benget;5;01/02/2024 11.26;81.14.02;;
Anto farez;sangat puas;5;01/02/2024 11.25;0;;
Gacor Aja;trimakasih;4;01/02/2024 11.21;0;;
abdullah;Indosat kenapa sekarang lemot sekali, padahal dulu gak kaya gini;2;01/02/2024 11.20;82.00.02;;
ozil gamteng;bagus;4;01/02/2024 11.19;82.00.05;;
Gerno Moger;baik;5;01/02/2024 11.15;0;;
Davi Alfadhillah;harga kuota semakin kesini mahal banget udah gitu pemakaian boros banget padahal ga buka apk dll yg menguras kuota banyak, sinyal juga buruk banget buat maen game!!!;1;01/02/2024 11.15;82.00.05;;
Jay Nudin;mentep;3;01/02/2024 11.11;82.00.05;;
Mama Ilyas;mudah tnpa ribet ....dan sgt membantu;5;01/02/2024 11.10;82.00.05;;
Diaz aprianzaputra;baguss;5;01/02/2024 11.08;82.00.05;;
MIFTAKUL KHOIRI;Yg mau pindah kartu, jangan pake ni kartu, makin tahun makin buruk parah;1;01/02/2024 11.04;82.00.02;;
Kafkaah;sangat membantu,dan lebih hemat;5;01/02/2024 11.03;0;;
Indra Vhiboy;Maaf kalau mau kasih game dan hadinya paket data jngn bikin pelanggan kalian kecewa dan pindah di layan kartu lain saya cobah 30menit lebih GK dapet iseng aja mainnya Lain kali kalau mau kasih pelanggan harus dipermudakan biar pelanggan kalian puas dan seneng Bintang 1 pantes sih buat layan ini pelit sama pelanggan sendiri wkwkw;1;01/02/2024 11.00;0;;
Muroddin Farizi;Yang tadinya 48 ribu 18 GB sekarang hanya dapat 11 GB itupun sudah +ZONA, Sinyal masih sama aja mungkin akan pindah kartu karena harganya semakin hari makin naik;1;01/02/2024 11.00;81.09.00;;
Muhammad Rizki;Pelit banget kalo ngasih bonus;1;01/02/2024 10.59;82.00.04;;
zoomal braay;sangat membantu;5;01/02/2024 10.57;82.00.05;;
Alhafid Rofiq;Makasih;1;01/02/2024 10.55;v66.2;;
Peler Pecah;Jaringan ga jelas sering hilang;2;01/02/2024 10.50;0;;
Velix;Kouta mahal jaringan busuk #indosatyatim;1;01/02/2024 10.42;0;;
Imam Nurhadi;Makin update makin gk jelas masak udah login di suruh login lagi;1;01/02/2024 10.39;82.00.05;;
zehira Putri;Paketan makin sini makin mahal, jaringannya busuk banget, kuota jadi kebuang gajelasss.;1;01/02/2024 10.37;81.12.01;;
NVH RVF;jaringan jelek banget;1;01/02/2024 10.35;82.00.03;;
Risal;bagus;5;01/02/2024 10.29;82.00.05;;
Tirta Trahnatabumi;Indosat suka ngelag gak masuk akal sekarang Indosat gak suka sekarang pake Indosat;1;01/02/2024 10.27;82.00.02;;
Dani Radani;bahagia;5;01/02/2024 10.27;82.00.05;;
roni Saputra21;mantap;5;01/02/2024 10.26;82.00.05;;
Lia Susanti;Mau beli paket data hot promo saja, susahnya minta ampun, nunggu konfirmasi sampai stengah hari belum di acc, cuma diproses saja laporannya, sebenarnya niat jual paket data atau tidak min.;1;01/02/2024 10.23;82.00.05;;
Viki Viki;mantep;5;01/02/2024 10.23;0;;
Riris Denis;Kuota mahal sinyal hilang terus mohon perbaiki layanan nya.. biar pelanggan tidak dirugikan;2;01/02/2024 10.21;82.00.05;;
Ahmad ALi Imron;Baru aja beli paket tapi sigyal susah bener ...gak nyaman Im3 sekarang sigyal lemah;1;01/02/2024 10.20;82.00.05;;
ASEP SANDI;👍👍👍👍👍👍;1;01/02/2024 10.19;0;;
Adiansyah;trbaik;5;01/02/2024 10.11;81.16.00;;
Laila Tul;kerenn;3;01/02/2024 09.48;82.00.05;;
Ahmad Rozi;baik;5;01/02/2024 09.38;82.00.05;;
Mahsun Aja;bagus sekali;4;01/02/2024 09.33;82.00.05;;
Hedi Hedi;Sinyal 4G tapi lemot banget tolong IM3 perbaiki sinyal gak sesuai lagi dengan harga paket mahal banget lagi boros;2;01/02/2024 09.30;81.16.00;;
Oi Bae;Verifikasi OTP tidak dikirim...sudah di coba sampai limit juga ga bisa..akhirnya bintang 1 dan uninstal JELEK;1;01/02/2024 09.30;82.00.05;;
Sutianto 1010;turunin harga paket;5;01/02/2024 09.24;82.00.05;;
Ama Laiju Laiju;Jaringan ASU taek;1;01/02/2024 09.10;82.00.05;;
rizki fadli;Harga makin mahal, kualitas jaringan makin buruk 👎👎👎👎;1;01/02/2024 09.03;82.00.02;;
Ujang Ujang;Scam;1;01/02/2024 09.02;81.10.01;;
Rizki KiloD;2 hari lalu saya ambil pulsa darurat,pulsa nya tidak ada,tapi tagihan udah ada 21.000 System' nya gimana ya???;3;01/02/2024 08.55;82.00.05;;
Ariz;mantap;5;01/02/2024 08.45;82.00.05;;
Raka Fasha;jaringan tidak baik;1;01/02/2024 08.41;82.00.05;;
Yuni isnawati yuni;sangat baik;5;01/02/2024 08.35;82.00.02;;
Edina Pelbawati;mantab;5;01/02/2024 08.29;82.00.05;;
A.S BAGIR AL-GHIFARI;okk;5;01/02/2024 08.22;82.00.05;;
Gondrong Tiged;yeeess;2;01/02/2024 08.16;0;;
Dahliah Marzuki;Saya mau daftar di apknya tapi kode otp nya tidak dikirim selama 5 hari saya coba terus tetap sama aja;1;01/02/2024 08.13;82.00.05;;
Fahri Maulana;Tolol beli kuota gk masuk2;1;01/02/2024 08.11;0;;
Hendra 08;Sinyal dikit2 ilang,, posisi lagi penting eh tiba2 ilang,, mohon evaluasi nya, provider besar tapi makin ngaco🧐🧐🧐;2;01/02/2024 08.10;0;;
Baalwi Baalwi;kenapa tambah mahal ya ka Telkomsel anjirr harganya malaha lebih tinggi dari Telkomsel misalnya pulsa 58 ribu malah dapat kuota 12 gb ajir masuk akal ka dan juga jangan banya alasan saja itu kau bilang Peyusaiya harga tapi gotak la;1;01/02/2024 08.01;82.00.05;;
Rahmat Toyib;myIM3 Bagus jaringannya;5;01/02/2024 07.57;82.00.05;;
Sell Sella;Layanan jaringan taik, baru saja jaringannya stabil sudah jelek lagi, di jam berapa pun ini jaringan sudah seperti taik, ini layanan myIM3 ulasannya sudah ribuan yang mangatakan bahwa jaringan myIM3 sangat-sangat buruk tapi saya masih heran kemana rasa ingin meningkatkan, merubah ataupun menstabilkan jaringan, yang ada hanya jaringannya semakin hari semakin menjadi-jadi taik, Sudah 2024 ini layanan myIM3 masih sama seperti 2022 jaringan-nya sangatlah buruk.;1;01/02/2024 07.56;0;;
Dewi Tuban;mantab;5;01/02/2024 07.50;82.00.05;;
yogi andi;we kntl knp ngelag banget sih buat main game anj,layanan kontl kontl semoga cepat bangkrut aja lu;1;01/02/2024 07.47;82.00.02;;
Dani Biw;parah ini indosat knpa ahir ahir ini jaringan nya rusak amat mengagu pekerjaan;1;01/02/2024 07.46;81.16.00;;
Mhmmad Wahyu;bagus;5;01/02/2024 07.44;82.00.05;;
Bima Nugraha;kerennn;5;01/02/2024 07.43;82.00.05;;
Fernanda putra;tambah mahal doang sinyal jelek terus apalah;1;01/02/2024 07.43;82.00.05;;
Dewi Chaby;Puas;5;01/02/2024 07.39;81.16.00;;
Kati Roll;Sinyal sering putus putus g pernah stabil;1;01/02/2024 07.34;0;;
Kenzo Juliopratama;Tolonglah saya beli paket mahal mahal tapi jaringan sering banget hilang sendiri kadang mau buat tugas sekolah aj terhambat gimana sih capek lama lama gini jaringan hilang setiap 2 jam sekali maunya ap kalau GK ad perbaikan mending pindah provider;1;01/02/2024 07.32;81.16.00;;
Mulyati Mulyati;sangat bagus;3;01/02/2024 07.28;82.00.05;;
Arby Ynto;Kenapa sih tiap Minggu harga kuotanya berubah rubah,tolong dong im3 yang konsisten kalau memberikan harga,selqmq make Indosat bagus sih cuman itu kendalanya.;1;01/02/2024 07.28;82.00.05;;
Ari Baron;banyak promo;5;01/02/2024 07.28;82.00.05;;
Raihan ahmad Fauzi;Sangat merugikan Kenapa pulsa nya kesedot sendiri 🥵;1;01/02/2024 07.26;0;;
mfadil assidik;mantap;5;01/02/2024 07.25;82.00.05;;
Dhava Dana;Jaringan tiap hari ngelag sok sok ngasih penawaran;1;01/02/2024 07.18;82.00.05;;
Fandu Geboyy;IM3 kartu miskin sinyal seringg ngelek Kouta kagak sesuai sama jaringan nya mau binggung tapi ini indonesia;1;01/02/2024 07.17;82.00.05;;
Sahrudin Udin;bagus;5;01/02/2024 07.16;82.00.05;;
Nazwa Fauzia;Baru isi pulsa 10.000 tiba-tiba jadi 8000'an. Padahal ga nyalain data dan ga ada notifikasi yg masuk. Dan juga kadang udh beli paket tapi ga masuk paket data nya, dan juga pulsa nya udh ke transaksi. Rugi bgt ajg udh sering kek gini. INDOSAT BIKIN KECEWA BERAT👎👎👎 mana sekarang pada mahal 👎👎👎👎;1;01/02/2024 07.15;82.00.05;;
Chandra Faishal;baik;5;01/02/2024 07.13;0;;
t y;Daftar paket edukasi gak ketemu;2;01/02/2024 07.11;82.00.02;;
RONNY AHMAD007;the best Performance;5;01/02/2024 07.09;0;;
Muhammad Zainuri;okok;5;01/02/2024 07.03;82.00.05;;
asifa;kenapa gak bisa cek kuota di sini?;2;01/02/2024 07.01;82.00.05;;
Luqman _fdy;Gg jaringan ilang mulu;2;01/02/2024 06.58;82.00.05;;
M .F;good;5;01/02/2024 06.57;82.00.03;;
Hafizah Af;Padahal udah login di aplikasi,tapi tiba2 keluar sendiri,dan mau masuk lagi gak bisa😪😪;1;01/02/2024 06.55;82.00.02;;
herlin widyastuti;bagus;5;01/02/2024 06.51;82.00.02;;
Bu Sulastri;aplikasi nya bagus;5;01/02/2024 06.49;82.00.05;;
Sunenti Sunenti;bgus lahhh;5;01/02/2024 06.48;82.00.05;;
Melantik Dolok Saribu;lumayan;3;01/02/2024 06.45;81.16.00;;
Ridwan Harist;sangat membantu;5;01/02/2024 06.43;82.00.05;;
Mely Karmila;blom tau;3;01/02/2024 06.41;82.00.05;;
Haidar Yahya;paket data im3 sekarang mahal-mahal;1;01/02/2024 06.40;80.08.01;;
Darmini Darmini;paket kuota hilang 2x tanpa jejak penggunaan,, lapor diaplikasi juga g ada hasil yang memuaskan jawabannya,harusnya di riwayat penggunaan kan ada dipakai ditangaal sekian dan data yang digunakan,, nah ini g ada sama sekali;1;01/02/2024 06.40;82.00.05;;
didim ardian;"m3 ni lama"" kaya babiii sinyall susahh muluu paketan makin lama makin mahall gajelass!!!!";1;01/02/2024 06.34;0;;
Arrka lee Hunt;Mkin prah ksni nya...jringan ilang2an;1;01/02/2024 06.32;0;;
Baginda Raja Naufal Ardis Pane;Woi udh beli paket kualitas jaringan buruk salah satu kartu terburuk!!!!!;1;01/02/2024 06.30;82.00.05;;
Gajah Putih;❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️;5;01/02/2024 06.23;81.16.00;;
haya busa;terbaik lah boboy;4;01/02/2024 06.18;82.00.02;;
rakyat jelata chanel;udh jaringannya lelet,harga naik trs,dan aplikasi my im3nya gk bisa dibuka,pdhl sdh di updeat..;4;01/02/2024 06.15;82.00.05;;
tiktik;memudahkan beli pulsa;5;01/02/2024 06.11;0;;
Eva Mutia;bagus;5;01/02/2024 06.10;82.00.05;;
Chugi Alvin;mantap;5;01/02/2024 06.05;82.00.05;;
Sadil Asep;sangat puass;5;01/02/2024 06.05;82.00.05;;
Gegez Official;bgus promonya;5;01/02/2024 06.03;81.16.00;;
Joe teknik 009;im3 kartu kebanggaan saya,sangat merakyat;5;01/02/2024 06.02;82.00.05;;
Angga Yudha;Admin tolong tambakan fitur kunci pulsa supaya saat paket internet habis biar tidak terpotong masak operator lain bisa;2;01/02/2024 06.01;82.00.05;;
Razka Al fatih;bain kuota geratis;5;01/02/2024 05.59;82.00.05;;
Yosep Yoris;ok;5;01/02/2024 05.54;82.00.05;;
Angga eko wawansari;ok;5;01/02/2024 05.53;82.00.05;;
Adelia Khumaira;4aja krn baru;4;01/02/2024 05.51;82.00.05;;
Juwita Sari;Saya isi pulsa utk paket 20rb 10gb, pas mau daftar langsung berubah semua harganya. Naik semua. Bagaimana mau stay di Indosat kalau gini terus? Saya buang saja sekalian ini kartu kalau tdk ada perubahan!;1;01/02/2024 05.44;82.00.05;;
Nenderite;Bintang 1 dulu, paling gak suka sama sistem pemotongan pulsanya yang tiba-tiba, seperti pd saat saya mengisi Pulsa dengan Jumlah Rp. 20.000 beberapa hari yang lalu untuk membeli salah satu paket data freedom internet. Tapi ternyata pulsa saya terpotong Rp. 3.100, padahal saya sama sekali tdk menyalakan data seluler di perangkat saya pd saat mengisi dan ingin membeli paket data itu dengan WIFI. Jadi gak suka sama sistemnya itu, merugikan banget buat saya selaku pengguna dari tahun 2014.;1;01/02/2024 05.42;82.00.02;;
Ahmad Hariyanto;makin untung dengan im3;5;01/02/2024 05.31;82.00.05;;
Rizky Andika;bagus;5;01/02/2024 05.31;82.00.05;;
Niken Pertiwi;mending pindh kartu saja indosat tidak jelas masa saya ambil pulsa sos langsung hilang pulsa nya yang ada sudah ke hitung hutang nya aneh banget;1;01/02/2024 05.30;0;;
Fu'ad Abdurrokhman Putra;Harga naik, sinyal sangat buruk;1;01/02/2024 05.27;82.00.05;;
Niki Sandihrd;bagus;5;01/02/2024 05.25;82.00.05;;
Suharya;sangat memuaskan;4;01/02/2024 05.16;81.16.00;;
Bang Leo;Sekarang Indosat paket mahal, mending beralih ke XL. Bay..bay..indosat;1;01/02/2024 05.15;82.00.02;;
Santri kamaL;Sinyal susah buruk pdhl dulu lancar skrng dah lemot aja nih bikin kesel ayo para anggota Indosat kita ganti kartu aja;1;01/02/2024 05.12;82.00.05;;
Mamun Munawar;Alus;5;01/02/2024 05.08;0;;
Hj. Nina;bagus;5;01/02/2024 05.05;82.00.05;;
Bayu Sentana;Semakin berlangganan, kuotanya semakin mahal.. Kartu yang baru beli dan jarang diisi malah murah..;1;01/02/2024 04.56;82.00.05;;
Kangko DKV 2;bagus;5;01/02/2024 04.55;0;;
Juli Juli;Saya sangat kecewa dengan myIM3 Saya mengisikan nomor saya pulsa awalnya masuk tapi tidak kemudian pulsa saya tiba-tiba hilang padahal saya belum menggunakan nyaa;1;01/02/2024 04.50;0;;
Sutan S. (Sutan);Pelit. Paket mahal-mahal;2;01/02/2024 04.49;82.00.02;;
Muslimin khnza;good;5;01/02/2024 04.48;81.16.00;;
Imran Lalisu;sangat bagus;5;01/02/2024 04.46;82.00.05;;
Tono Banyuke;Sangat membantu;5;01/02/2024 04.42;81.13.00;;
Lenny sari Sari;mantap dan top markotop;5;01/02/2024 04.39;82.00.05;;
Mas Londo;mantab;5;01/02/2024 04.36;82.00.05;;
Putra Lopet;bgus;5;01/02/2024 04.34;82.00.05;;
Di em;M3 sinyal e bosok Regane larang pisan saiki;1;01/02/2024 04.19;82.00.02;;
Ryan Tajuddin;sangat menolong;5;01/02/2024 04.19;81.16.00;;
Es Tebu;Gk bisa beli hot promo;2;01/02/2024 04.15;82.00.05;;
Susanto Santo;Mantap;5;01/02/2024 04.14;82.00.02;;
Bagus Kurniawan;Pembelian paket data/pulsa tidak dapat dilakukan pembayaran dengan metode pembayaran Ewallet. Selalu terjadi kegagalan. Tolong segera DIPERBAIKI !;1;01/02/2024 04.13;0;;
Fir Ya;☺️☺️☺️;5;01/02/2024 04.09;0;;
Acep Sunandar;Makin jelek;1;01/02/2024 03.58;82.00.05;;
agatha handoyo86;Lemot,paketan mahal....;1;01/02/2024 03.56;82.00.05;;
Havid Robbyanto;that's good;5;01/02/2024 03.55;82.00.04;;
ratna purnama;Susah dbuka aplikasi my emi ny;4;01/02/2024 03.54;82.00.05;;
Hairul Hairul;mantapp;5;01/02/2024 03.54;82.00.05;;
Nurul Aini;promo 1 GB gratis harus bersyarat, jebakan kalimat download aplikasi;1;01/02/2024 03.51;82.00.05;;
